taxid|organism_name|assembly_accession|intraspecific_name|status
523843|Methanohalophilus portucalensis FDF-1|GCF_003722115.1||skipped
523843|Methanohalophilus portucalensis FDF-1|GCF_900177455.1||skipped
523844|Methanosarcina thermophila TM-1|GCF_000969885.1||active
523845|Methanothermococcus thermolithotrophicus DSM 2095|GCF_000376965.1||active
523846|Methanothermus fervidus DSM 2088|GCF_000166095.1||active
523847|Sulfuracidifex metallicus DSM 6482 = JCM 9184|GCF_001316045.1||active
523847|Sulfuracidifex metallicus DSM 6482 = JCM 9184|GCF_009729515.1||skipped
523849|Thermococcus litoralis DSM 5473|GCF_000246985.2||active
523850|Thermococcus onnurineus NA1|GCF_000018365.1||active
528314|Methanoculleus horonobensis|GCF_001602375.1||active
529709|Pyrococcus yayanosii CH1|GCF_000215995.1||active
536044|Methanolobus zinderi|GCF_013388255.1||active
543526|Haloterrigena turkmenica DSM 5511|GCF_000025325.1||active
547055|Methanolinea mesophila|GCF_017873855.1||active
547558|Methanohalophilus mahii DSM 5219|GCF_000025865.1||active
547559|Natrialba magadii ATCC 43099|GCF_000025625.1||active
547559|Natrialba magadii ATCC 43099|GCF_000337875.1||skipped
553466|Halogranum rubrum|GCF_900114455.1||active
553467|Halopelagius inordinatus|GCF_900113245.1||active
553468|Haladaptatus litoreus|GCF_900156425.1||active
553469|Halogeometricum rufum|GCF_900112175.1||active
555311|Saccharolobus solfataricus 98/2|GCF_000175555.1||skipped
555874|Haloplanus vescus|GCF_900107665.1||active
555875|Halogeometricum limi|GCF_900115785.1||active
558529|Natronoarchaeum philippinense|GCF_900215575.1||active
572478|Vulcanisaeta distributa DSM 14429|GCF_000148385.1||active
572546|Archaeoglobus profundus DSM 5631|GCF_000025285.1||active
573063|Methanocaldococcus infernus ME|GCF_000092305.1||active
573064|Methanocaldococcus fervens AG86|GCF_000023985.1||active
575195|Haloarcula salaria|GCF_003992425.1||active
575195|Haloarcula salaria|GCF_014647095.1||skipped
579137|Methanocaldococcus vulcanius M7|GCF_000024625.1||active
582419|Thermococcus paralvinellae|GCF_000517445.1||active
588319|Palaeococcus ferrophilus DSM 13482|GCF_000966265.1||active
588898|Haloterrigena daqingensis|GCF_001971705.1||active
588898|Haloterrigena daqingensis|GCF_900156445.1||skipped
589924|Ferroglobus placidus DSM 10642|GCF_000025505.1||active
591019|Staphylothermus hellenicus DSM 12710|GCF_000092465.1||active
593117|Thermococcus gammatolerans EJ3|GCF_000022365.1||active
593750|Methanoregula formicica SMSP|GCF_000327485.1||active
604354|Thermococcus sibiricus MM 739|GCF_000022545.1||active
619593|Acidianus sulfidivorans JP7|GCF_003201765.2||active
619731|Halostagnicola kamekurae|GCF_900116205.1||active
633148|Thermosphaera aggregans DSM 11486|GCF_000092185.1||active
634157|Halorubrum sp. PV6|GCF_003990725.2||active
634497|Haloarcula hispanica ATCC 33960|GCF_000223905.1||active
634498|Methanobrevibacter ruminantium M1|GCF_000024185.1||active
637914|Methanococcus maripaludis KA1|GCF_000828535.1||active
637915|Methanococcus maripaludis OS7|GCF_000828555.1||active
640943|Natronorubrum sediminis|GCF_900108095.1||active
644281|Methanocaldococcus sp. FS406-22|GCF_000025525.1||active
644295|Methanohalobium evestigatum Z-7303|GCF_000196655.1||active
647113|Methanothermococcus okinawensis IH1|GCF_000179575.2||active
647171|Methanotorris formicicus Mc-S-70|GCF_000243455.1||active
660515|Halorussus rarus|GCF_003369835.1||active
660517|Halobellus clavatus|GCF_900107195.1||active
660518|Halorientalis regularis|GCF_900102305.1||active
660520|Halogranum amylolyticum|GCF_900110465.1||active
660521|Halogranum gelatinilyticum|GCF_900103715.1||active
660522|Haloplanus aerogenes|GCF_003688715.1||active
660522|Haloplanus aerogenes|GCF_003856835.1||skipped
662475|Haloarcula californiae ATCC 33799|GCF_000337755.1||active
662476|Haloarcula sinaiiensis ATCC 33800|GCF_000337275.1||active
662477|Haloarcula vallismortis ATCC 29715|GCF_000337775.1||active
662478|Haloferax denitrificans ATCC 35960|GCF_000337795.1||active
662479|Haloferax mucosum ATCC BAA-1512|GCF_000337815.1||active
662480|Haloferax sulfurifontis ATCC BAA-897|GCF_000337835.1||active
666510|Acidilobus saccharovorans 345-15|GCF_000144915.1||active
668570|Methanospirillum lacunae|GCF_003173355.1||active
671065|Metallosphaera yellowstonensis MK1|GCF_000243315.1||active
671145|Halomarina oriensis|GCF_003862495.1||active
671145|Halomarina oriensis|GCF_009791395.1||skipped
675631|Desulfurococcus mucosus DSM 2161|GCF_001006085.1||active
679901|Methanosalsum zhilinae DSM 4017|GCF_000217995.1||active
679926|Methanolacinia petrolearia DSM 11571|GCF_000147875.1||active
680118|Methanothermobacter tenebrarum|GCF_003264935.1||active
683846|Fervidicoccus fontis|GCF_015209645.1||active
693661|Archaeoglobus veneficus SNP6|GCF_000194625.1||active
694429|Pyrolobus fumarii 1A|GCF_000223395.1||active
694430|Natronococcus occultus SP4|GCF_000328685.1||active
694440|Methanomicrobium mobile BP|GCF_000711215.1||active
697581|Thermofilum adornatus 1505|GCF_000813245.1||active
699431|Halolamina pelagica|GCF_001307315.1||active
699431|Halolamina pelagica|GCF_900115675.1||skipped
699433|Halobellus limi|GCF_004799685.1||active
699433|Halobellus limi|GCF_900108165.1||skipped
710190|Methanobacterium petrolearium|GCF_017873625.1||active
718286|Candidatus Nitrosopumilus sp. NM25|GCF_003175215.1||active
745377|Natrarchaeobaculum aegyptiacum|GCF_002156705.1||active
751944|Halobacterium sp. DL1|GCF_000230955.2||active
755307|Salinigranum rubrum|GCF_002906575.1||active
765177|Desulfurococcus mucosus DSM 2162|GCF_000186365.1||active
767519|Halomicrobium zhouii|GCF_900114435.1||active
768065|Haloquadratum walsbyi C23|GCF_000237865.1||active
768672|Desulfurococcus amylolyticus DSM 16532|GCF_000231015.2||active
768679|Thermoproteus tenax Kra 1|GCF_000253055.1||active
795797|Halalkalicoccus jeotgali B3|GCF_000196895.1||active
795797|Halalkalicoccus jeotgali B3|GCF_000337255.1||skipped
795797|Halalkalicoccus jeotgali B3|GCF_000485535.1||skipped
796385|Methanosarcina barkeri CM1|GCF_001027005.1||active
797114|Halosimplex carlsbadense 2-9-1|GCF_000337455.1||active
797209|Haladaptatus paucihalophilus DX253|GCF_000187225.1||active
797209|Haladaptatus paucihalophilus DX253|GCF_000376445.1||skipped
797209|Haladaptatus paucihalophilus DX253|GCF_900142335.1||skipped
797210|Halopiger xanaduensis SH-6|GCF_000217715.1||active
797299|Halostagnicola larsenii XH-48|GCF_000517625.1||active
797302|Halovivax ruber XH-70|GCF_000328525.1||active
797303|Natrinema pellirubrum DSM 15624|GCF_000230735.2||active
797303|Natrinema pellirubrum DSM 15624|GCF_000337635.1||skipped
797304|Natronobacterium gregoryi SP2|GCF_000230715.2||active
797304|Natronobacterium gregoryi SP2|GCF_000337655.1||skipped
797304|Natronobacterium gregoryi SP2|GCF_002855455.1||skipped
859192|Candidatus Nitrosarchaeum limnium BG20|GCF_000241145.1||active
859350|Candidatus Nitrosopumilus salaria BD31|GCF_000242875.2||active
866790|Methanothermobacter sp. CaT2|GCF_000828575.1||active
867904|Methanomethylovorans hollandica DSM 15978|GCF_000328665.1||active
867917|Vulcanisaeta thermophila|GCF_001748385.1||active
868131|Methanobacterium paludis|GCF_000214725.1||active
869886|Halosimplex pelagicum|GCF_013415905.1||active
869889|Halosimplex rubrum|GCF_013415885.1||active
877455|Methanobacterium lacus|GCF_000191585.1||active
880724|Methanotorris igneus Kol 5|GCF_000214415.1||active
890420|Halovenus aranensis|GCF_900100385.1||active
911116|Methanobrevibacter smithii TS145A|GCF_000189795.1||active
911117|Methanobrevibacter smithii TS145B|GCF_000189815.1||active
911118|Methanobrevibacter smithii TS146A|GCF_000189835.1||active
911119|Methanobrevibacter smithii TS146B|GCF_000189855.1||active
911121|Methanobrevibacter smithii TS146D|GCF_000189895.1||active
911122|Methanobrevibacter smithii TS146E|GCF_000189915.1||active
911123|Methanobrevibacter smithii TS147A|GCF_000189935.1||active
911124|Methanobrevibacter smithii TS147B|GCF_000189955.1||active
911125|Methanobrevibacter smithii TS147C|GCF_000189975.1||active
911126|Methanobrevibacter smithii TS94A|GCF_000189995.1||active
911127|Methanobrevibacter smithii TS94B|GCF_000190015.1||active
911128|Methanobrevibacter smithii TS94C|GCF_000190035.1||active
911129|Methanobrevibacter smithii TS95A|GCF_000190055.1||active
911130|Methanobrevibacter smithii TS95B|GCF_000190075.1||active
911131|Methanobrevibacter smithii TS95C|GCF_000190095.1||active
911132|Methanobrevibacter smithii TS95D|GCF_000190115.1||active
911133|Methanobrevibacter smithii TS96A|GCF_000190135.1||active
911134|Methanobrevibacter smithii TS96B|GCF_000190155.1||active
911135|Methanobrevibacter smithii TS96C|GCF_000190175.1||active
913025|Thermococcus sp. PK|GCF_000430485.1||active
926571|Nitrososphaera viennensis EN76|GCF_000698785.1||active
926690|Haloplanus natans DSM 17983|GCF_000427685.1||active
930943|Sulfolobus islandicus HVE10/4|GCF_000189575.1||active
930945|Sulfolobus islandicus REY15A|GCF_000189555.1||active
931277|Halococcus morrhuae DSM 1307|GCF_000336695.1||active
931585|Halobellus salinus|GCF_014646875.1||active
932660|Haloarcula sebkhae|GCF_014647415.1||active
933801|Acidianus hospitalis W1|GCF_000213215.1||active
937775|Methanoplanus limicola DSM 2279|GCF_000243255.1||active
940295|Ignicoccus islandicus DSM 13165|GCF_001481685.1||active
985053|Vulcanisaeta moutnovskia 768-28|GCF_000190315.1||active
990316|Methanothrix soehngenii GP6|GCF_000204415.1||active
996166|Haloarchaeobius iranensis|GCF_900103505.1||active
999630|Thermoproteus uzoniensis 768-20|GCF_000193375.1||active
1001994|Nitrosarchaeum koreense MY1|GCF_000220175.1||active
1006006|Metallosphaera cuprina Ar-4|GCF_000204925.1||active
1008153|Halalkalicoccus paucihalophilus|GCF_001593955.1||active
1027373|Nitrosopumilus sp. AR|GCF_000328925.1||active
1027374|Nitrosopumilus sp. SJ|GCF_000328945.1||active
1028566|Sulfolobus acidocaldarius N8|GCF_000340315.1||active
1028567|Sulfolobus acidocaldarius Ron12/I|GCF_000338775.1||active
1033806|Halorhabdus tiamatea SARL4B|GCF_000215915.2||active
1033806|Halorhabdus tiamatea SARL4B|GCF_000470655.1||skipped
1036677|Methanosarcina soligelidi|GCF_000744315.1||active
1036679|Methanosarcina spelaei|GCF_002287235.1||active
1041930|Methanocella conradii HZ254|GCF_000251105.1||active
1042877|Thermococcus sp. 4557|GCF_000221185.1||active
1046043|Natronomonas gomsonensis|GCF_013391635.1||active
1048396|Halopenitus persicus|GCF_002355635.1||active
1048396|Halopenitus persicus|GCF_900107205.1||skipped
1053692|Methanococcus maripaludis X1|GCF_000220645.1||active
1056495|Caldisphaera lagunensis DSM 15908|GCF_000317795.1||active
1069082|Halomicrobium katesii DSM 19301|GCF_000379085.1||active
1069083|Methanocaldococcus villosus KIN24-T80|GCF_000363885.1||active
1069083|Methanocaldococcus villosus KIN24-T80|GCF_000371805.1||skipped
1073081|Halarchaeum solikamskense|GCF_017874695.1||active
1073996|Halohasta litchfieldiae|GCF_900109065.1||active
1077256|Methanosphaera cuniculi|GCF_002287195.1||active
1077256|Methanosphaera cuniculi|GCF_003149675.1||skipped
1080712|Methanomassiliicoccus luminyensis|GCF_902383895.1|MGYG-HGUT-02161|active
1090322|Methanolobus tindarius DSM 2278|GCF_000504205.1||active
1095776|Natronorubrum texcoconense|GCF_900100335.1||active
1095778|Natronobacterium texcoconense|GCF_900104065.1||active
1104324|Pyrobaculum ferrireducens|GCF_000234805.1||active
1110509|Methanosaeta harundinacea 6Ac|GCF_000235565.1||active
1114856|Natronorubrum tibetense GA33|GCF_000337235.1||active
1114856|Natronorubrum tibetense GA33|GCF_000383975.1||skipped
1121945|Halorubrum ezzemoulense DSM 17463|GCF_000421805.1||active
1121945|Halorubrum ezzemoulense DSM 17463|GCF_002114285.1||skipped
1122229|Methanobrevibacter gottschalkii DSM 11977|GCF_003814835.1||active
1122230|Methanocorpusculum bavaricum DSM 4179|GCF_000430905.1||active
1122233|Methermicoccus shengliensis DSM 18856|GCF_000711905.1||active
1126238|Halorussus ruber|GCF_004765785.1||active
1126242|Halorussus amylolyticus|GCF_004143485.2||active
1126245|Haloplanus salinus|GCF_003336245.1||active
1132497|Sulfolobus islandicus M.16.2|GCF_000245095.1||active
1132498|Sulfolobus islandicus M.16.12|GCF_000245115.1||active
1132499|Sulfolobus islandicus M.16.13|GCF_000245135.1||active
1132500|Sulfolobus islandicus M.16.22|GCF_000245155.1||active
1132501|Sulfolobus islandicus M.16.23|GCF_000245175.1||active
1132502|Sulfolobus islandicus M.16.30|GCF_000245195.1||active
1132503|Sulfolobus islandicus M.16.40|GCF_000245215.1||active
1132504|Sulfolobus islandicus M.16.43|GCF_000245235.1||active
1132505|Sulfolobus islandicus M.16.46|GCF_000245255.1||active
1132506|Sulfolobus islandicus M.16.47|GCF_000245275.1||active
1132509|Halococcus hamelinensis 100A6|GCF_000259215.1||active
1132509|Halococcus hamelinensis 100A6|GCF_000336675.1||skipped
1150674|Desulfurococcus amylolyticus Z-533|GCF_000513855.1||active
1151117|Thermococcus zilligii AN1|GCF_000258515.1||active
1160895|Candidatus Acidianus copahuensis|GCF_000632495.1||active
1163730|Fervidicoccus fontis Kam940|GCF_000258425.1||active
1172566|Natrinema sp. J7-1|GCF_000493245.1||active
1173487|Halorubrum sp. AJ67|GCF_000513435.1||active
1175296|Methanomassiliicoccus luminyensis B10|GCF_000308215.1||active
1175444|Methanocella conradii|GCF_902810565.1|1|active
1183377|Pyrococcus sp. ST04|GCF_000263735.1||active
1184251|Thermogladius calderae 1633|GCF_000264495.1||active
1185654|Pyrococcus furiosus COM1|GCF_000275605.1||active
1186196|Natrinema salaciae|GCF_900110865.1||active
1193105|Halarchaeum grantii|GCF_014647455.2||active
1194088|Halorubrum sp. T3|GCF_000296615.1||active
1198300|Salinirussus salinus|GCF_009831455.1||active
1198301|Halosimplex litoreum|GCF_016065055.1||active
1198449|Aeropyrum camini SY1 = JCM 12091|GCF_000591035.1||active
1198449|Aeropyrum camini SY1 = JCM 12091|GCF_001316065.1||skipped
1201011|Methanococcoides sp. AM1|GCF_900774055.1|AM1|active
1201013|Methanococcoides sp. NM1|GCF_900774285.1|NM1|active
1201294|Methanoculleus bourgensis MS2|GCF_000304355.2||active
1202767|Halolamina salifodinae|GCF_017874235.1||active
1202768|Halopiger salifodinae|GCF_000784335.1||active
1202768|Halopiger salifodinae|GCF_900110455.1||skipped
1204725|Methanobacterium formicicum DSM 3637|GCF_000302455.1||active
1210908|Halogranum salarium B-1|GCF_000283335.1||active
1214066|Methanobrevibacter boviskoreani JH1|GCF_000320505.1||active
1227452|Haloarcula amylolytica JCM 13557|GCF_000336615.1||active
1227453|Haloarcula japonica DSM 6131|GCF_000336635.1||active
1227454|Halobiforma nitratireducens JCM 10879|GCF_000337895.1||active
1227455|Halococcus saccharolyticus DSM 5350|GCF_000336915.1||active
1227456|Halococcus salifodinae DSM 8989|GCF_000336935.1||active
1227457|Halococcus thailandensis JCM 13552|GCF_000336715.1||active
1227458|Haloferax alexandrinus JCM 10717|GCF_000336735.1||active
1227459|Haloferax gibbonsii ATCC 33959|GCF_000336775.1||active
1227460|Haloferax larsenii JCM 13917|GCF_000336955.1||active
1227461|Haloferax prahovense DSM 18310|GCF_000336815.1||active
1227462|Haloferax sp. ATCC BAA-644|GCF_000336975.1||active
1227463|Haloferax sp. ATCC BAA-645|GCF_000336835.1||active
1227464|Haloferax sp. ATCC BAA-646|GCF_000336855.1||active
1227465|Halorubrum californiensis DSM 19288|GCF_000336875.1||active
1227466|Halorubrum coriense DSM 10284|GCF_000337035.1||active
1227467|Halorubrum distributum JCM 9100|GCF_000337055.1||active
1227468|Halorubrum distributum JCM 10118|GCF_000337335.1||active
1227481|Halorubrum hochstenium ATCC 700873|GCF_000337075.1||active
1227482|Halorubrum lipolyticum DSM 21995|GCF_000337375.1||active
1227483|Halorubrum litoreum JCM 13561|GCF_000337395.1||active
1227484|Halorubrum saccharovorum DSM 1137|GCF_000337915.1||active
1227485|Halorubrum tebenquichense DSM 14210|GCF_000337415.1||active
1227486|Halorubrum terrestre JCM 10247|GCF_000337435.1||active
1227487|Halogeometricum pallidum JCM 14848|GCF_000337095.1||active
1227488|Haloterrigena salina JCM 13891|GCF_000337495.1||active
1227489|Haloterrigena thermotolerans DSM 11552|GCF_000337115.1||active
1227490|Halovivax asiaticus JCM 14624|GCF_000337515.1||active
1227491|Natrialba aegyptia DSM 13077|GCF_000337535.1||active
1227492|Natrialba chahannaoensis JCM 10990|GCF_000337135.1||active
1227493|Natrialba hulunbeirensis JCM 10989|GCF_000337575.1||active
1227494|Natrinema altunense JCM 12890|GCF_000337155.1||active
1227495|Natrinema pallidum DSM 3751|GCF_000337615.1||active
1227496|Natrinema versiforme JCM 10478|GCF_000337195.1||active
1227497|Natronococcus amylolyticus DSM 10524|GCF_000337675.1||active
1227498|Natronococcus jeotgali DSM 18795|GCF_000337695.1||active
1227499|Natronolimnohabitans innermongolicus JCM 12255|GCF_000337215.1||active
1227500|Natronorubrum bangense JCM 10635|GCF_000337715.1||active
1229908|Candidatus Nitrosopumilus koreensis AR1|GCF_000299365.1||active
1229909|Candidatus Nitrosopumilus sediminis|GCF_000299395.1||active
1230452|Haloferax lucentense DSM 14919|GCF_000336795.1||active
1230453|Haloferax elongans ATCC BAA-1513|GCF_000336755.1||active
1230454|Halorubrum aidingense JCM 13560|GCF_000336995.1||active
1230455|Halorubrum arcis JCM 13916|GCF_000337015.1||active
1230456|Halorubrum kocurii JCM 14978|GCF_000337355.1||active
1230457|Haloterrigena limicola JCM 13563|GCF_000337475.1||active
1230458|Natrialba taiwanensis DSM 12281|GCF_000337595.1||active
1230459|Natrinema gari JCM 14663|GCF_000337175.1||active
1230460|Natronorubrum sulfidifaciens JCM 14089|GCF_000337735.1||active
1232219|Halococcus agarilyticus|GCF_000334895.1||active
1236180|Halopelagius longus|GCF_003351065.1||active
1236180|Halopelagius longus|GCF_900100875.1||skipped
1236689|Candidatus Methanomethylophilus alvus Mx1201|GCF_000300255.2||active
1237085|Candidatus Nitrososphaera gargensis Ga9.2|GCF_000303155.1|enrichment culture Ga9.2|active
1241935|Sulfolobus islandicus LAL14/1|GCF_000364745.1||active
1261545|Halarchaeum acidiphilum MH1-52-1|GCF_000400975.1||active
1261545|Halarchaeum acidiphilum MH1-52-1|GCF_000474235.1||skipped
1264579|Halococcus sediminicola|GCF_000755245.1||active
1267564|Halopenitus malekzadehii|GCF_900108505.1||active
1273541|Pyrodictium delaneyi|GCF_001412615.1||active
1273541|Pyrodictium delaneyi|GCF_002194565.1||skipped
1277351|Methanospirillum stamsii|GCF_003173335.1||active
1291540|Candidatus Methanomethylophilus alvus|GCF_003711245.1||active
1291540|Candidatus Methanomethylophilus alvus|GCF_902387285.1|MGYG-HGUT-02456|skipped
1293036|Metallosphaera hakonensis JCM 8857 = DSM 7519|GCF_003201675.2||active
1293037|Thermococcus celer Vu 13 = JCM 8558|GCF_002214365.1||active
1293039|Methanobrevibacter arboriphilus JCM 9315|GCF_001315885.1||active
1293041|Methanogenium cariaci JCM 10550|GCF_001315945.1||active
1293047|Halopiger djelfimassiliensis|GCF_000455365.1||active
1293048|Halopiger goleimassiliensis|GCF_000455345.1||active
1293586|Vulcanisaeta souniana JCM 11219|GCF_014646555.1||active
1293648|Acidiplasma sp. MBA-1|GCF_000949015.1||active
1294262|Sulfuracidifex tepidarius|GCF_001316085.1||active
1294262|Sulfuracidifex tepidarius|GCF_008326385.1||skipped
1294262|Sulfuracidifex tepidarius|GCF_008326425.1||skipped
1295009|Candidatus Methanomassiliicoccus intestinalis Issoire-Mx1|GCF_000404225.1||active
1295120|Thermogymnomonas acidicola JCM 13583|GCF_001316105.1||active
1295373|Acidiplasma cupricumulans JCM 13668|GCF_001316225.1||active
1296625|Haloferax sp. BAB-2207|GCF_000328285.1||active
1300164|Methanobrevibacter arboriphilus JCM 13429 = DSM 1125|GCF_002072215.1||active
1301915|Methanocaldococcus bathoardescens|GCF_000739065.1||active
1324957|Candidatus Halobonum tyrrellensis G22|GCF_000495475.1||active
1333523|Salinarchaeum sp. Harcht-Bsk1|GCF_000403645.1||active
1343739|Palaeococcus pacificus DY20341|GCF_000725425.1||active
1344584|Archaeoglobus fulgidus DSM 8774|GCF_000734035.1||active
1353158|Methanococcoides vulcani|GCF_900111645.1||active
1353158|Methanococcoides vulcani|GCF_900773955.1|SLH33|skipped
1353246|Candidatus Nitrosotenuis chungbukensis|GCF_000685395.1||active
1353260|Candidatus Nitrosocosmicus oleophilus|GCF_000802205.1||active
1364935|Halorussus salinus|GCF_004765815.2||active
1364937|Salinigranum salinum|GCF_009176545.1||active
1365176|Thermofilum adornatum|GCF_000446015.1||active
1367881|Halorientalis persicus|GCF_900110215.1||active
1380430|Halolamina rubra|GCF_000739555.1||active
1380432|Halorhabdus sp. CBA1104|GCF_009690625.1||active
1383812|Halocalculus aciditolerans|GCF_014647475.1||active
1383841|Halorubrum sp. Ea8|GCF_002252925.1||active
1383842|Halorubrum sp. C191|GCF_002727095.1||active
1383843|Halorubrum sp. Eb13|GCF_002252895.1||active
1383844|Halorubrum persicum|GCF_002727125.1||active
1383850|Halorubrum sp. Ib24|GCF_002252745.1||active
1383851|Halorubrum halodurans|GCF_002252985.1||active
1392998|Candidatus Methanoperedens nitroreducens|GCF_000685155.1||active
1392998|Candidatus Methanoperedens nitroreducens|GCF_900196725.1|Mnv1|skipped
1401244|Methanobrevibacter arboriphilus ANOR1|GCF_000513315.1||active
1406512|Candidatus Methanomassiliicoccus intestinalis|GCF_902383905.1|MGYG-HGUT-02160|active
1407055|Candidatus Nitrosotenuis uzonensis|GCF_000723185.1||active
1407055|Candidatus Nitrosotenuis uzonensis|GCF_905220655.1|Candidatus Nitrosotenuis uzonensis 5A|skipped
1407499|Halobacterium hubeiense|GCF_001488575.1||active
1407499|Halobacterium hubeiense|GCF_900003505.1||skipped
1407499|Halobacterium hubeiense|GCF_900003515.1||skipped
1407499|Halobacterium hubeiense|GCF_900003525.1||skipped
1407499|Halobacterium hubeiense|GCF_900003565.1||skipped
1407499|Halobacterium hubeiense|GCF_900003575.1||skipped
1407499|Halobacterium hubeiense|GCF_900004275.1||skipped
1407499|Halobacterium hubeiense|GCF_900005775.1||skipped
1410606|Candidatus Nitrosopelagicus brevis|GCF_000812185.1||active
1410606|Candidatus Nitrosopelagicus brevis|GCF_003045125.1||skipped
1410664|Methanobrevibacter wolinii SH|GCF_000621965.1||active
1415626|Methanobrevibacter oralis JMR01|GCF_000529525.1||active
1417673|Haloarcula hispanica N601|GCF_000504565.1||active
1419722|Halorubrum sp. SD626R|GCF_001261915.1||active
1419722|Halorubrum sp. SD626R|GCF_005435185.1||skipped
1427151|Halomicroarcula pellucida|GCF_014647235.1||active
1429914|Halomicroarcula salina|GCF_010119195.1||active
1429915|Halomicroarcula limicola|GCF_010119205.1||active
1431282|Methanohalophilus levihalophilus|GCF_017874375.1||active
1432656|Thermococcus guaymasensis DSM 11113|GCF_000816105.1||active
1434099|Methanosarcina sp. Kolksee|GCF_000969945.1||active
1434100|Methanosarcina sp. MTP4|GCF_000970045.1||active
1434102|Methanosarcina sp. WH1|GCF_000970005.1||active
1434103|Methanosarcina sp. WWM596|GCF_000969965.1||active
1434104|Methanococcoides methylutens MM1|GCF_000970325.1||active
1434106|Methanosarcina barkeri 227|GCF_000970065.1||active
1434107|Methanosarcina barkeri 3|GCF_000970305.1||active
1434108|Methanosarcina barkeri MS|GCF_000970025.1||active
1434109|Methanosarcina barkeri str. Wiesmoor|GCF_000969985.1||active
1434110|Methanosarcina horonobensis HB-1 = JCM 15518|GCF_000970285.1||active
1434111|Methanosarcina lacustris Z-7289|GCF_000970265.1||active
1434113|Methanosarcina mazei C16|GCF_000970245.1||active
1434114|Methanosarcina mazei LYC|GCF_000970225.1||active
1434115|Methanosarcina mazei SarPi|GCF_000970185.1||active
1434117|Methanosarcina mazei WWM610|GCF_000970165.1||active
1434118|Methanosarcina siciliae C2J|GCF_000970145.1||active
1434119|Methanosarcina siciliae HI350|GCF_000970125.1||active
1434120|Methanosarcina siciliae T4/M|GCF_000970085.1||active
1434121|Methanosarcina thermophila CHTI-55|GCF_000969925.1||active
1434123|Methanosarcina vacuolata Z-761|GCF_000969905.1||active
1448860|Halobellus rufus|GCF_000739575.1||active
1455608|Haladaptatus cibarius D43|GCF_000710615.1||active
1455609|Haloterrigena jeotgali A29|GCF_000710605.1||active
1457250|Halapricum salinum|GCF_000755225.1||active
1457250|Halapricum salinum|GCF_004799665.1||skipped
1459636|Candidatus Nitrososphaera evergladensis SR1|GCF_000730285.1|SR1|active
1470066|Nitrosopumilus cobalaminigenes|GCF_013407145.1||active
1470067|Nitrosopumilus ureiphilus|GCF_013407185.1||active
1476858|Haloferax massiliensis|GCF_001368915.1||active
1476858|Haloferax massiliensis|GCF_902381785.1|MGYG-HGUT-01639|skipped
1480675|Halolamina sediminis|GCF_001282785.1||active
1480718|Halorubrum sp. Ea1|GCF_002252965.1||active
1480728|Halorubrum sp. Hd13|GCF_002252755.1||active
1483596|Methanosarcina sp. 2.H.T.1A.15|GCF_000979415.1||active
1483597|Methanosarcina sp. 2.H.T.1A.3|GCF_000979425.1||active
1483598|Methanosarcina sp. 2.H.T.1A.8|GCF_000979475.1||active
1483599|Methanosarcina sp. 2.H.T.1A.6|GCF_000979455.1||active
1483600|Methanosarcina sp. 2.H.A.1B.4|GCF_000979385.1||active
1483601|Methanosarcina sp. 1.H.A.2.2|GCF_000979975.1||active
1483602|Methanosarcina sp. 1.H.T.1A.1|GCF_000979295.1||active
1495067|Halostagnicola sp. A56|GCF_000691505.1||active
1495314|Methanoculleus sp. MH98A|GCF_000691865.1||active
1495336|Methanobacterium sp. SMA-27|GCF_000744455.1||active
1498500|Halorubrum sp. BV1|GCF_000746205.1||active
1499975|Candidatus Nitrosotalea sinensis|GCF_900143675.1|NSIN|active
1505907|Thermococcus eurythermalis|GCF_000769655.1||active
1508454|Haloferax sp. ATB1|GCF_000730175.1||active
1514971|Haloprofundus marisrubri|GCF_001469955.1||active
1526048|Haloferax sp. Q22|GCF_001482285.1||active
1532350|Metallosphaera tengchongensis|GCF_013343295.1||active
1537265|Halorubrum sp. SP3|GCF_005435195.1||active
1537267|Halorubrum sp. SP9|GCF_005435015.1||active
1540082|Acidianus sp. RZ1|GCF_013133895.1||active
1544718|Haloferax profundi|GCF_001469865.1||active
1544719|Haloferax marisrubri|GCF_001469875.2||active
1547897|Halostella salina|GCF_003675855.1||active
1547898|Haloplanus rubicundus|GCF_003342675.1||active
1547898|Haloplanus rubicundus|GCF_003342695.1||skipped
1550241|Thermofilum uzonense|GCF_000993805.1||active
1550565|Methanoculleus taiwanensis|GCF_004102725.1||active
1550566|Methanoculleus sediminis|GCF_001017125.1||active
1561964|Methanosphaera sp. WGK6|GCF_001729965.1||active
1577791|Candidatus Methanoplasma termitum|GCF_000800805.1||active
1580092|Nitrosopumilus adriaticus|GCF_000956175.1||active
1582439|Nitrosopumilus piranensis|GCF_000875775.1||active
1591054|Thermococcus sp. EP1|GCF_001317345.1||active
1592728|Haloarcula sp. CBA1115|GCF_000827835.1|CBA1115|active
1603555|Candidatus Nitrosotenuis cloacae|GCF_000955905.1||active
1604004|Halanaeroarchaeum sulfurireducens|GCF_001011115.1||active
1604004|Halanaeroarchaeum sulfurireducens|GCF_001305655.1||skipped
1608465|Natrinema sp. CBA1119|GCF_002572525.1||active
1609559|Pyrococcus kukulkanii|GCF_001577775.1||active
1609968|Methanobrevibacter sp. YE315|GCF_001548675.1||active
1615586|Methanobacterium aggregans|GCF_017874455.1||active
